"","ID","artif","available","unavailable","munic","kommunenummer","artifshare","municipality","pop","popdens","pop_2050","popdens_2050","popdens_chg","popdens_chg_rel","artifshare_chg","artifshare_2050","artif_2050","artif_chg","elig_tld"
"1","1",1217,32501,22087,"Vestnes","1535",0.0374450016922556,"1535 Vestnes",7147,21.990092612535,7079,21.780868280976,-0.209224331559032,-0.951448160067173,-0.000170822276306184,0.0372741794159494,1211,0,100
"2","2",4022,31955,6330,"TÃ¸nsberg","3905",0.125864496948834,"3905 Tønsberg",59174,185.179158191206,66892,209.331872946331,24.1527147551244,13.0428904586474,0.0150205815507044,0.140885078499539,4502,480,17.1817283630371
"3","3",1190,43169,42816,"Flekkefjord","4207",0.0275660775093238,"4207 Flekkefjord",9279,21.4945910259677,9076,21.0243461743381,-0.470244851629641,-2.18773574738657,-0.000384333880417035,0.0271817436289068,1173,0,100
"4","4",874,19676,5598,"Skaun","5029",0.0444195974791624,"5029 Skaun",8484,43.1185200243952,9947,50.5539743850376,7.43545436064241,17.2442244224423,0.00582647717285671,0.0502460746520191,989,115,6.35334396362305
"5","5",547,68108,200144,"KvÃ¦nangen","5546",0.00803136195454279,"5546 Kvænangen",1157,1.69877253773419,1245,1.8279790920303,0.129206554296118,7.60587726879863,0.000109112430339738,0.00814047438488252,554,7,1.76197242736816
"6","6",1107,19269,3985,"Enebakk","3220",0.0574497898178421,"3220 Enebakk",11482,59.5879391769163,13266,68.8463334890238,9.25839431210753,15.5373628287755,0.00705380264541532,0.0645035924632574,1243,136,5.01423311233521
"7","7",1297,33619,12092,"Vestre Slidre","3452",0.0385793747583212,"3452 Vestre Slidre",2112,6.28216187275053,2177,6.47550492281151,0.193343050060977,3.07765151515151,0.000162007204049976,0.0387413819623712,1302,5,6.30827283859253
"8","8",3907,143775,71219,"Orkland","5059",0.0271744044513998,"5059 Orkland",18793,13.0711180664232,19459,13.5343418535907,0.463223787167449,3.54387271856542,0.000383658492080385,0.0275580629434801,3962,55,12.8398962020874
"9","9",2960,225478,285182,"SÃ¸r-Varanger","5605",0.0131276665572694,"5605 Sør-Varanger",10063,4.46296312722305,10397,4.61109287824089,0.148129751017838,3.31908973467158,0.000124507878461767,0.0132521744357312,2988,28,10.0418996810913
"10","10",2205,80514,15016,"Nordre Land","3448",0.0273865414710485,"3448 Nordre Land",6510,8.08555033907147,6187,7.6843778721713,-0.401172466900166,-4.9615975422427,-0.000335301490439025,0.0270512399806095,2178,0,100
"11","11",1643,59994,105846,"Stad","4649",0.0273860719405274,"4649 Stad",9610,16.018268493516,9579,15.966596659666,-0.0516718338500528,-0.322580645161297,-4.26042827080322e-05,0.0273434676578194,1640,0,100
"12","12",877,18390,4192,"Jevnaker","3236",0.0476889613920609,"3236 Jevnaker",7037,38.2653616095704,8358,45.4486133768352,7.18325176726481,18.7722040642319,0.00567479289439415,0.0533637542864551,981,104,7.63302850723267
"13","13",670,21793,159736,"Ã˜ksnes","1868",0.0307438168219153,"1868 Øksnes",4569,20.9654476207957,4457,20.4515211306383,-0.513926490157392,-2.45130225432262,-0.000420420523097275,0.030323396298818,661,0,100
"14","14",2611,15851,4064,"Porsgrunn","4001",0.164721468677055,"4001 Porsgrunn",37193,234.641347549051,40193,253.567598258785,18.9262507097344,8.06603393111607,0.0110085367237113,0.175730005400766,2785,174,19.3027076721191
"15","15",666,82632,50242,"Tydal","5033",0.00805983154225966,"5033 Tydal",773,0.935472940265273,791,0.957256268757866,0.0217833284925937,2.32858990944373,1.84210469509064e-05,0.00807825258921056,668,2,3.87682366371155
"16","16",319,27986,147208,"Osen","5020",0.0113985564210677,"5020 Osen",898,3.20874723075824,867,3.09797756020868,-0.110769670549561,-3.4521158129176,-9.33232942696622e-05,0.011305233126798,316,0,100
"17","17",216,24341,256505,"Loppa","5614",0.00887391643728688,"5614 Loppa",864,3.54956657491475,1094,4.49447434369993,0.944907768785177,26.6203703703704,0.000794916569233541,0.00966883300652042,235,19,0.869164645671844
"18","18",493,7859,471,"Gjerdrum","3230",0.0627306273062731,"3230 Gjerdrum",7398,94.1341137549307,9468,120.473342664461,26.3392289095305,27.9805352798054,0.01874887094299,0.0814794982492631,640,147,9.85417366027832
"19","19",2097,82256,31887,"Nord-Fron","3436",0.0254935810153667,"3436 Nord-Fron",5586,6.79099397004474,5033,6.11870258704532,-0.672291382999417,-9.89974937343359,-0.000563258450891045,0.0249303225644756,2051,0,100
"20","20",456,20038,18386,"Hyllestad","4637",0.0227567621519114,"4637 Hyllestad",1268,6.32797684399641,1294,6.45773031240643,0.129753468410021,2.05047318611987,0.000108721259883836,0.0228654834117952,458,2,2.91629600524902
"21","21",1810,58005,6050,"Eidskog","3416",0.0312042065339195,"3416 Eidskog",6040,10.4128954400483,6129,10.566330488751,0.153435048702699,1.47350993377484,0.000127681356239423,0.0313318878901589,1817,7,8.35954761505127
"22","22",670,30174,5400,"VegÃ¥rshei","4212",0.0222045469609598,"4212 Vegårshei",2268,7.51640485185922,2680,8.88181878438391,1.36541393252469,18.1657848324515,0.00114061550562175,0.0233451624665815,704,34,3.08492612838745
"23","23",2683,39675,8137,"Lillehammer","3405",0.0676244486452426,"3405 Lillehammer",28768,72.5091367359798,32314,81.4467548834279,8.93761814744802,12.3261957730812,0.00667191357533675,0.0742963622205794,2948,265,12.3377208709717
"24","24",1489,66768,88788,"Rauma","1539",0.0223011023244668,"1539 Rauma",7299,10.9318835370237,7290,10.9184040258807,-0.0134795111430623,-0.123304562268802,-1.12088101160909e-05,0.0222898935143507,1488,0,100
"25","25",413,61410,62515,"Beiarn","1839",0.00672528904087282,"1839 Beiarn",1062,1.72936003908158,1018,1.65771047060739,-0.0716495684741898,-4.14312617702448,-6.05138200114922e-05,0.00666477522086133,409,0,100
"26","26",876,10275,109045,"HerÃ¸y","1515",0.0852554744525547,"1515 Herøy (Møre og Romsdal)",8968,87.279805352798,8518,82.9002433090024,-4.37956204379562,-5.01784121320249,-0.00322753054380125,0.0820279439087535,843,0,100
"27","27",591,14955,200374,"SmÃ¸la","1573",0.039518555667001,"1573 Smøla",2159,14.4366432631227,2162,14.4567034436643,0.0200601805416252,0.138953219082911,1.65827655554448e-05,0.0395351384325564,591,0,100
"28","28",3756,159772,65224,"Steinkjer","5006",0.023508499611947,"5006 Steinkjer",24032,15.041434043512,23004,14.3980171744736,-0.643416869038379,-4.27762982689747,-0.000531638182445181,0.0229768614295018,3671,0,100
"29","29",4314,130640,398156,"TromsÃ¸","5501",0.0330220453153705,"5501 Tromsø",78745,60.2763319044703,85028,65.0857317819963,4.80939987752602,7.97891929646326,0.00367321722895871,0.0366952625443292,4794,480,13.3503932952881
"30","30",1906,46151,5702,"Midt-Telemark","4020",0.0412992134514962,"4020 Midt-Telemark",10904,23.6267903187363,12795,27.7242096595957,4.09741934085935,17.3422597212032,0.00332438041564197,0.0446235938671381,2059,153,6.87164926528931
"31","31",596,24059,35566,"Leirfjord","1822",0.0247724344320213,"1822 Leirfjord",2352,9.77596741344196,2550,10.5989442620225,0.822976848580572,8.41836734693877,0.00068518989086625,0.0254576243228875,612,16,4.83380270004272
"32","32",2497,62959,12704,"Gran","3446",0.0396607315872234,"3446 Gran",13593,21.5902412681269,13973,22.1938086691339,0.603567401007005,2.79555653645259,0.000492780357112508,0.0401535119443359,2528,31,16.9135475158691
"33","33",623,8333,17337,"Ulstein","1516",0.0747629905196208,"1516 Ulstein",8861,106.336253450138,9708,116.500660026401,10.1644065762631,9.55874054847084,0.00718860846852296,0.0819515989881437,683,60,6.94973802566528
"34","34",5117,73794,5391,"Indre Ã˜stfold","3118",0.0693416808954658,"3118 Indre Østfold",47006,63.6989457137437,54053,73.2485025882863,9.54955687454264,14.9917031868272,0.00722613772938511,0.0765678186248509,5650,533,10.9880361557007
"35","35",2670,52653,31058,"Levanger","5037",0.050709361289955,"5037 Levanger - Levangke",20574,39.0746965984844,21670,41.1562494064916,2.08155280800714,5.32711188879167,0.00164911587708477,0.0523584771670398,2757,87,12.6467113494873
"36","36",1174,105019,119563,"Saltdal","1840",0.011178929527038,"1840 Saltdal",4880,4.64677820203963,4749,4.52203886915701,-0.124739332882621,-2.68442622950819,-0.000104839087701477,0.0110740904393365,1163,0,100
"37","37",2196,112096,44374,"Verdal","5038",0.0195903511276049,"5038 Verdal",15193,13.5535612332287,14986,13.3688980873537,-0.184663145874966,-1.36246955834925,-0.000152904010801558,0.0194374471168034,2179,0,100
"38","38",813,67438,128853,"VadsÃ¸","5607",0.0120555176606661,"5607 Vadsø",5807,8.61087220854711,5573,8.26388682938403,-0.346985379163083,-4.0296194248321,-0.00028974230820383,0.0117657753524623,793,0,100
"39","39",2366,29635,5449,"Hamar","3403",0.079838029357179,"3403 Hamar",32879,110.946515943985,38063,128.439345368652,17.4928294246668,15.7669028863408,0.0122149292459947,0.0920529586031738,2728,362,14.2404775619507
"40","40",393,16368,117409,"LurÃ¸y","1834",0.0240102639296188,"1834 Lurøy",1886,11.5224828934506,1940,11.852394916911,0.329912023460411,2.86320254506893,0.000273985778826523,0.0242842497084453,397,4,1.26534569263458
"41","41",1142,67207,31232,"Tokke","4034",0.016992277590132,"4034 Tokke",2212,3.29132382043537,2171,3.23031827041826,-0.0610055500171112,-1.85352622061482,-5.13877615244285e-05,0.0169408898286076,1139,0,100
"42","42",581,17383,11634,"Samnanger","4623",0.0334234597020077,"4623 Samnanger",2502,14.393372835529,2523,14.5141805211989,0.120807685669908,0.839328537170266,9.98645906986305e-05,0.0335233242927063,583,2,5.42586231231689
"43","43",4721,18367,3301,"BÃ¦rum","3201",0.257037077367017,"3201 Bærum",130921,712.805575216421,148099,806.332008493494,93.526433277073,13.1208896968401,0.0293499967165108,0.286387074083528,5260,539,29.0285739898682
"44","44",2447,67080,23565,"Nord-Aurdal","3451",0.0364788312462731,"3451 Nord-Aurdal",6562,9.78234943351222,6541,9.7510435301133,-0.0313059033989269,-0.320024382810122,-2.60829360237292e-05,0.0364527483102494,2445,0,100
"45","45",769,9178,85534,"Austevoll","4625",0.0837873174983657,"4625 Austevoll",5300,57.7467857921116,5218,56.853344955328,-0.893440836783618,-1.54716981132076,-0.000688315116209086,0.0830990023821566,763,0,100
"46","46",722,49587,147250,"Lom","3434",0.0145602678121282,"3434 Lom",2212,4.460846592857,1916,3.86391594571158,-0.596930647145422,-13.3815551537071,-0.000502057036617568,0.0140582107755106,697,0,100
"47","47",1287,32426,23691,"InderÃ¸y","5053",0.0396903719237649,"5053 Inderøy",6938,21.3964102880405,7346,22.6546598408684,1.25824955282798,5.88065724992795,0.00102706530603168,0.0407174372297966,1320,33,6.6140775680542
"48","48",831,45103,19957,"Bjerkreim","1114",0.0184244950446755,"1114 Bjerkreim",2892,6.41199033323726,3026,6.70908808726692,0.297097754029665,4.63347164591978,0.000248869790265695,0.0186733648349412,842,11,4.34183597564697
"49","49",185,13963,27895,"Modalen","4629",0.0132493017259901,"4629 Modalen",384,2.75012533123254,412,2.95065530330158,0.200529972069039,7.29166666666666,0.000169032736847237,0.0134183344628374,187,2,1.36901271343231
"50","50",1483,43979,34846,"Ã˜rsta","1520",0.0337206393960754,"1520 Ørsta",10958,24.9164373905728,10531,23.9455194524659,-0.970917938106822,-3.89669647745939,-0.000789365630797616,0.0329312737652778,1448,0,100
"51","51",2548,130142,343023,"Senja","5530",0.019578614129182,"5530 Senja",14894,11.4444222464692,14579,11.2023789399272,-0.242043306542085,-2.11494561568417,-0.000201135249832826,0.0193774788793491,2522,0,100
"52","52",3117,57568,8560,"Halden","3101",0.0541446637020567,"3101 Halden",31935,55.4735269594219,34707,60.2887020566982,4.81517509727626,8.68013151714419,0.00370618916423297,0.0578508528662897,3330,213,8.78284072875977
"53","53",2809,212533,243197,"Alta","5601",0.0132167710426146,"5601 Alta",21708,10.2139432464606,23062,10.8510207826549,0.637077536194379,6.23733185922241,0.000530107528774455,0.013746878571389,2922,113,11.8963165283203
"54","54",2374,190086,145548,"MÃ¥lselv","5524",0.0124890838883453,"5524 Målselv",6714,3.53208547709984,7087,3.72831244804983,0.196226970949991,5.55555555555556,0.000165187847969413,0.0126542717363147,2405,31,6.90079402923584
"55","55",3539,85643,397025,"BodÃ¸","1804",0.0413227000455379,"1804 Bodø",53712,62.7161589388508,56427,65.886295435704,3.17013649685322,5.05473637176051,0.00241491372327806,0.0437376137688159,3746,207,13.5296907424927
"56","56",1541,48933,7250,"Flesberg","3334",0.0314920401365132,"3334 Flesberg",2781,5.68328122126173,3275,6.69282488300329,1.00954366174157,17.7633944624236,0.000846195200142354,0.0323382353366555,1582,41,4.99800777435303
"57","57",985,22018,9139,"OsterÃ¸y","4630",0.0447361249886457,"4630 Osterøy",8200,37.2422563357253,8340,37.8780997365792,0.635843400853844,1.70731707317072,0.000505863889594799,0.0452419888782404,996,11,11.5435743331909
"58","58",1415,57631,42239,"Volda","1577",0.0245527580642363,"1577 Volda",11093,19.2483212160122,12551,21.7782096441151,2.52988842810293,13.1434237807626,0.00207026477570694,0.0266230228399432,1534,119,12.0476446151733
"59","59",1933,122608,65430,"Tynset","3427",0.0157656922876158,"3427 Tynset",5692,4.64243768758972,5708,4.65548740702075,0.0130497194310326,0.281096275474358,1.09666423923471e-05,0.0157766589300082,1934,1,9.05187225341797
"60","60",57,778,178601,"TrÃ¦na","1835",0.0732647814910026,"1835 Træna",442,56.8123393316195,567,72.879177377892,16.0668380462725,28.2805429864254,0.0122290184875797,0.0854937999785823,67,10,0.661323964595795
"61","61",467,34055,70329,"LÃ¸dingen","1851",0.0137131111437381,"1851 Lødingen",2060,6.04903832036412,2167,6.36323594185876,0.314197621494641,5.19417475728155,0.000263351040272957,0.013976462184011,476,9,2.24481081962585
"62","62",622,16635,165941,"BÃ¸","1867",0.0373910429816652,"1867 Bø (Nordland)",2634,15.834084761046,2630,15.8100390742411,-0.0240456868049286,-0.151860288534543,-1.98317136936074e-05,0.0373712112679716,622,0,100
"63","63",55,407,35840,"KvitsÃ¸y","1144",0.135135135135135,"1144 Kvitsøy",544,133.660933660934,680,167.076167076167,33.4152334152334,25,0.0222726280904227,0.157407763225558,64,9,0.82665491104126
"64","64",2165,159101,151500,"Vinje","4036",0.0136077083110728,"4036 Vinje",3851,2.42047504415434,3962,2.49024204750442,0.0697670033500732,2.88236821604778,5.8847981320314e-05,0.0136665562923932,2174,9,5.82530736923218
"65","65",1867,22594,2480,"Vestre Toten","3443",0.0826325573161016,"3443 Vestre Toten",13691,60.5957333805435,14816,65.5749313977162,4.97919801717271,8.2170769118399,0.00380043086130204,0.0864329881774037,1953,86,14.5228242874146
"66","66",3382,91676,11958,"Kongsvinger","3401",0.0368907893014529,"3401 Kongsvinger",18058,19.6976307866835,18346,20.0117806187006,0.314149832017105,1.59486100343339,0.000257357743552195,0.0371481470450051,3406,24,15.5450534820557
"67","67",1692,129430,75086,"Tinn","4026",0.0130727033917948,"4026 Tinn",5533,4.2748976280615,5157,3.98439310824384,-0.290504519817662,-6.7955900957889,-0.000244346461338768,0.012828356930456,1660,0,100
"68","68",1239,5923,5729,"Nesodden","3212",0.209184534864089,"3212 Nesodden",20521,346.462941077157,23653,399.341549890258,52.8786088131015,15.2624141123727,0.0258749201183767,0.235059454982466,1392,153,7.48164463043213
"69","69",2369,35587,115274,"Ã˜rland","5057",0.0665692528170399,"5057 Ørland",10522,29.5669767049765,11228,31.5508472194903,1.98387051451373,6.70975099790914,0.0015966271420362,0.0681658799590761,2426,57,13.5249366760254
"70","70",582,2272,6800,"Randaberg","1127",0.256161971830986,"1127 Randaberg",11742,516.81338028169,13892,611.443661971831,94.6302816901409,18.3103389541816,0.0367276159232361,0.292889587754222,665,83,14.2878379821777
"71","71",673,5514,1652,"RÃ¦lingen","3224",0.122052956111716,"3224 Rælingen",20099,364.508523757708,25355,459.829524845847,95.3210010881393,26.1505547539679,0.0443986120523259,0.166451568164042,918,245,19.3200607299805
"72","72",3479,59474,7636,"GjÃ¸vik","3407",0.0584961495779668,"3407 Gjøvik",30903,51.9605205636076,33447,56.2380199751152,4.27749941150755,8.2322104650034,0.00331254240610906,0.0618086919840759,3676,197,14.9225826263428
"73","73",1904,54053,235340,"Kinn","4602",0.0352246868813942,"4602 Kinn",17349,32.0962758773796,16489,30.5052448522746,-1.59103102510499,-4.95705804369128,-0.00127890087694949,0.0339457860044447,1835,0,100
"74","74",612,7189,17548,"Frosta","5036",0.0851300598136041,"5036 Frosta",2645,36.7923216024482,2872,39.9499234942273,3.15760189177911,8.58223062381853,0.00250878566479365,0.0876388454783978,630,18,6.46938276290894
"75","75",158,8501,150747,"Moskenes","1874",0.0185860487001529,"1874 Moskenes",954,11.2222091518645,1128,13.2690271732737,2.04681802140924,18.2389937106918,0.00169825495278533,0.0202843036529383,172,14,1.55521750450134
"76","76",2181,82373,42380,"Ringebu","3439",0.0264771223580542,"3439 Ringebu",4413,5.35733796268195,4221,5.12425187864956,-0.233086084032389,-4.35078178110129,-0.000195683975378452,0.0262814383826758,2165,0,100
"77","77",2826,74842,25226,"StjÃ¸rdal","5035",0.0377595467785468,"5035 Stjørdal",24717,33.0255738756313,26298,35.1380241041127,2.11245022848134,6.39640733098678,0.00169026181790038,0.0394498085964472,2953,127,12.8616895675659
"78","78",1031,31941,5505,"KrÃ¸dsherad","3318",0.0322782630474938,"3318 Krødsherad",2241,7.01606086221471,2334,7.30722269183808,0.291161829623368,4.14993306559572,0.000243650651502331,0.0325219136989961,1039,8,6.74560070037842
"79","79",1507,16692,68383,"Lillesand","4215",0.0902827701893122,"4215 Lillesand",11523,69.0330697340043,13372,80.110232446681,11.0771627126767,16.0461685325002,0.00830087099469536,0.0985836411840076,1646,139,6.9748649597168
"80","80",834,83180,44211,"MerÃ¥ker","5034",0.0100264486655446,"5034 Meråker",2454,2.95022842029334,2642,3.17624428949267,0.226015869199327,7.66096169519153,0.000190447056431418,0.010216895721976,850,16,6.19051837921143
"81","81",638,26963,12142,"SÃ¸rreisa","5526",0.0236620554092645,"5526 Sørreisa",3485,12.9251196083522,3422,12.691466083151,-0.233653525201202,-1.8077474892396,-0.000193680575441139,0.0234683748338234,633,0,100
"82","82",1320,45595,5235,"Nord-Odal","3414",0.0289505428226779,"3414 Nord-Odal",4992,10.9485689220309,4824,10.5801074679241,-0.368461454106809,-3.36538461538461,-0.000306474729044598,0.0286440680936333,1306,0,100
"83","83",892,84253,29348,"Grong","5045",0.010587160101124,"5045 Grong",2322,2.7559849500908,2466,2.92689874544527,0.170913795354468,6.20155038759688,0.00014407055028827,0.0107312306514123,904,12,3.82936000823975
"84","84",559,41255,34427,"Vaksdal","4628",0.0135498727426979,"4628 Vaksdal",3852,9.33705005453884,3614,8.76015028481396,-0.576899769724882,-6.17860851505712,-0.000481232281982122,0.0130686404607157,539,0,100
"85","85",1620,64461,16491,"Nesbyen","3322",0.0251314748452553,"3322 Nesbyen",3301,5.12092583112269,3050,4.73154310358201,-0.389382727540683,-7.60375643744319,-0.000327074011276643,0.0248044008339786,1599,0,100
"86","86",3519,30466,115387,"Ã…lesund","1508",0.115505809755137,"1508 Ålesund",58509,192.046871922799,62151,204.001181645113,11.9543097223134,6.22468338204379,0.0074256723607134,0.12293148211585,3745,226,13.3204174041748
"87","87",1227,51941,52897,"Aure","1576",0.0236229568163878,"1576 Aure",3408,6.56129069521188,3243,6.24362257176412,-0.317668123447758,-4.84154929577465,-0.000266171846780195,0.0233567849696076,1213,0,100
"88","88",653,53873,86751,"LÃ¦rdal","4642",0.0121210996231879,"4642 Lærdal",2160,4.00942958439292,2152,3.99457984519147,-0.0148497392014555,-0.370370370370376,-1.24929661403997e-05,0.0121086066570475,652,0,100
"89","89",438,30724,279542,"RÃ¸dÃ¸y","1836",0.0142559562556959,"1836 Rødøy",1139,3.70719958338758,982,3.19619841166515,-0.511001171722432,-13.784021071115,-0.000430300883924531,0.0138256553717713,425,0,100
